"","Duration","Proto","SrcPt","DstPt","Packets","Bytes","Flags","Tos","class","Packets_speed","Bytes_speed","Hour","Min","Sec","Day"
"13391",0,6,35509,80,1,66,16,0,0,10000,660000,14,31,22,5
"13392",0.883,6,52629,443,13,6528,26,0,0,14.722536806342,7392.97848244621,9,49,29,5
"13393",0.172,6,39756,443,39,3281,26,0,0,226.744186046512,19075.5813953488,15,30,44,5
"13394",0.034,6,56031,80,7,1143,24,0,0,205.882352941176,33617.6470588235,16,18,41,5
"13395",0.001,17,53,47561,2,362,0,0,0,2000,362000,12,21,55,5
"13396",0.003,6,57600,445,2,174,24,0,0,666.666666666667,58000,8,2,18,5
"13397",0.039,6,56277,443,10,1208,24,0,0,256.410256410256,30974.358974359,16,5,41,5
"13398",0.024,6,62315,443,2,1518,24,0,0,83.3333333333333,63250,15,57,18,5
"13399",0.003,6,56203,443,2,108,17,0,0,666.666666666667,36000,17,59,12,5
"13400",0.014,6,443,33152,3,229,25,32,0,214.285714285714,16357.1428571429,7,8,53,6
"13401",1.323,6,45165,443,5,2079,24,0,0,3.77928949357521,1571.42857142857,16,5,47,5
"13402",0,6,443,56031,1,66,16,32,0,10000,660000,8,34,0,5
"13403",0.034,6,45753,443,3,320,24,0,0,88.2352941176471,9411.76470588235,11,14,12,5
"13404",0,17,39776,53,2,178,0,0,0,20000,1780000,10,10,16,6
"13405",0.627,6,443,52157,7,7558,26,32,0,11.1642743221691,12054.2264752791,16,4,47,5
"13406",0,6,49894,80,1,66,16,0,0,10000,660000,10,19,33,5
"13407",0.014,6,80,58977,3,1002,26,32,0,214.285714285714,71571.4285714286,9,7,31,5
"13408",0,6,80,58982,1,66,16,32,0,10000,660000,10,59,16,5
"13409",0,6,34926,443,1,66,16,0,0,10000,660000,10,32,6,6
"13410",0,6,443,48539,1,66,16,32,0,10000,660000,6,10,7,6
"13411",0,6,58385,80,1,55,16,0,0,10000,550000,15,46,12,5
"13412",0,6,80,60437,1,66,16,32,0,10000,660000,11,0,41,5
"13413",0.036,17,53,36158,2,323,0,0,0,55.5555555555556,8972.22222222222,13,55,39,5
"13414",1.072,6,443,55794,6,588,25,32,0,5.59701492537313,548.507462686567,14,28,13,5
"13415",0,6,42009,80,1,66,16,0,0,10000,660000,8,37,38,5
"13416",0.152,6,443,37345,43,91890,24,32,0,282.894736842105,604539.473684211,16,8,2,5
"13417",0,6,443,54344,1,66,16,32,0,10000,660000,11,43,59,5
"13418",0.365,6,56070,80,16,2154,26,0,0,43.8356164383562,5901.3698630137,18,17,24,5
"13419",0.159,6,443,42451,5,546,24,32,0,31.4465408805031,3433.96226415094,16,19,58,5
"13420",0.625,6,443,60374,3,229,25,32,0,4.8,366.4,14,25,23,5
"13421",0,6,52280,443,1,66,16,0,0,10000,660000,13,2,14,5
"13422",0,17,53,49100,1,177,0,0,0,10000,1770000,9,31,5,5
"13423",0,6,80,36378,1,66,17,0,0,10000,660000,15,12,34,5
"13424",0,17,53,48854,2,318,0,0,0,20000,3180000,10,32,7,5
"13425",0,6,443,44007,1,66,16,0,0,10000,660000,16,18,35,5
"13426",0.089,6,65141,443,6,1831,26,0,0,67.4157303370787,20573.0337078652,8,12,41,5
"13427",0.877,6,443,46175,20,24780,26,32,0,22.8050171037628,28255.4161915621,11,4,35,5
"13428",0.108,6,443,42629,4,424,26,0,0,37.037037037037,3925.92592592593,6,53,12,6
"13429",0,6,80,38524,1,74,18,0,0,10000,740000,9,28,28,5
"13430",0.021,6,52925,443,2,178,24,0,0,95.2380952380952,8476.19047619048,9,33,43,5
"13431",0,6,47822,80,1,66,16,0,0,10000,660000,10,2,33,5
"13432",0.001,17,34295,53,2,156,0,0,0,2000,156000,9,3,48,5
"13433",0,6,55469,443,1,55,16,0,0,10000,550000,17,57,21,5
"13434",0.004,6,56063,80,2,108,17,0,0,500,27000,9,57,58,6
"13435",0,17,53,58731,1,165,0,0,0,10000,1650000,12,16,3,5
"13436",0.148,6,443,62611,3,311,26,32,0,20.2702702702703,2101.35135135135,11,46,23,5
"13437",0.029,6,47723,80,3,1536,24,0,0,103.448275862069,52965.5172413793,10,42,18,5
"13438",0,6,45943,443,1,66,16,0,0,10000,660000,17,3,40,5
"13439",0,6,80,47362,1,349,24,32,0,10000,3490000,7,30,38,5
"13440",2.099,6,80,58822,3,1790,24,32,0,1.4292520247737,852.787041448309,8,53,27,6
"13441",0.002,17,37035,53,2,146,0,0,0,1000,73000,9,25,46,5
"13442",0.013,6,80,57747,2,132,17,32,0,153.846153846154,10153.8461538462,14,38,32,5
"13443",0.993,6,80,60910,2,148,18,32,0,2.01409869083585,149.043303121853,18,52,58,5
"13444",0.016,6,80,56621,2,108,17,32,0,125,6750,9,59,12,6
"13445",0,17,35153,53,1,70,0,0,0,10000,7e+05,11,29,42,5
"13446",0,6,443,58225,1,66,16,32,0,10000,660000,14,15,18,5
"13447",0,6,443,42904,3,198,17,32,0,30000,1980000,16,12,29,5
"13448",0.278,6,50284,443,2,561,24,0,0,7.19424460431655,2017.98561151079,13,17,23,5
"13449",0.004,6,58260,80,3,163,17,0,0,750,40750,6,47,57,6
"13450",0,6,8082,43620,1,212,24,32,0,10000,2120000,3,4,30,6
"13451",0,17,40728,53,2,152,0,0,0,20000,1520000,10,49,32,6
"13452",0,6,443,33484,1,66,16,0,0,10000,660000,8,53,20,5
"13453",0.591,6,45591,443,10,1325,26,0,0,16.9204737732657,2241.9627749577,16,16,38,5
"13454",0.415,6,49612,443,10,1765,26,0,0,24.0963855421687,4253.01204819277,10,16,45,6
"13455",0,17,53951,53,2,160,0,0,0,20000,1600000,8,34,1,5
"13456",0,6,33801,443,1,66,16,0,0,10000,660000,7,42,52,5
"13457",0,6,80,39027,1,66,16,32,0,10000,660000,9,50,10,5
"13458",0.082,6,80,48944,5,1198,27,32,0,60.9756097560976,14609.756097561,10,24,6,5
"13459",1.038,6,58039,443,10,1348,26,0,0,9.63391136801541,1298.65125240848,10,35,8,6
"13460",0,17,38824,53,2,152,0,0,0,20000,1520000,14,14,40,5
"13461",0,6,443,33879,1,66,16,32,0,10000,660000,9,57,31,5
"13462",0.236,6,443,33899,8,7753,26,32,0,33.8983050847458,32851.6949152542,15,42,3,5
"13463",0,6,62310,443,1,54,20,0,0,10000,540000,15,57,38,5
"13464",0.001,17,37388,53,2,152,0,0,0,2000,152000,16,23,29,5
"13465",0,6,45961,80,1,66,16,0,0,10000,660000,17,33,46,5
"13466",0,17,53,49879,1,185,0,0,0,10000,1850000,8,10,43,5
"13467",0,6,80,56354,1,66,16,32,0,10000,660000,10,18,50,5
"13468",0,6,443,55751,1,66,16,32,0,10000,660000,6,16,31,5
"13469",0,6,443,60819,1,54,17,32,0,10000,540000,15,51,46,5
"13470",0,17,47887,53,2,144,0,0,0,20000,1440000,16,50,42,5
"13471",0,6,80,49400,1,66,16,32,0,10000,660000,7,56,30,5
"13472",0.002,6,48025,445,2,174,24,0,0,1000,87000,9,32,49,5
"13473",0.022,6,57143,80,2,132,17,0,0,90.9090909090909,6000,14,4,7,5
"13474",0.108,6,52591,443,7,1599,26,0,0,64.8148148148148,14805.5555555556,15,43,21,5
"13475",0.032,6,36266,443,5,906,26,0,0,156.25,28312.5,13,31,15,5
"13476",0.055,6,443,43309,8,1251,26,32,0,145.454545454545,22745.4545454545,12,14,50,5
"13477",0.026,6,57088,80,2,673,24,0,0,76.9230769230769,25884.6153846154,8,34,54,5
"13478",0.003,6,53345,443,2,108,4,0,0,666.666666666667,36000,10,19,18,6
"13479",0,6,58358,80,1,55,16,0,0,10000,550000,15,45,40,5
"13480",0.03,6,49633,443,3,174,21,0,0,100,5800,13,23,37,5
"13481",0.035,17,53,52846,2,229,0,0,0,57.1428571428571,6542.85714285714,13,13,17,5
"13482",0.112,6,59991,443,2,166,24,0,0,17.8571428571429,1482.14285714286,7,0,40,5
"13483",0,6,80,46303,1,78,16,32,0,10000,780000,12,6,23,5
"13484",0,6,52259,443,1,66,16,0,0,10000,660000,15,1,36,5
"13485",0,6,443,60113,1,66,16,0,0,10000,660000,10,44,43,5
"13486",0.001,17,51329,53,2,152,0,0,0,2000,152000,10,19,10,6
"13487",0.311,6,443,40157,4,448,26,32,0,12.8617363344051,1440.51446945338,15,49,19,5
"13488",0,6,80,49175,1,66,17,32,0,10000,660000,10,30,2,6
"13489",0.083,6,443,54025,5,1098,26,0,0,60.2409638554217,13228.9156626506,13,27,34,5
"13490",0.018,6,80,35141,2,108,17,32,0,111.111111111111,6000,10,39,3,5
"13491",0.002,17,59576,53,2,158,0,0,0,1000,79000,9,32,42,5
"13492",0,6,80,38116,1,66,17,32,0,10000,660000,8,18,1,6
"13493",0.25,6,45300,80,5,1270,27,0,0,20,5080,7,56,22,5
"13494",0,6,64184,443,1,55,16,0,0,10000,550000,9,33,57,6
"13495",0,6,80,58876,1,66,16,32,0,10000,660000,10,13,23,6
"13496",0,6,443,48941,2,163,25,32,0,20000,1630000,9,26,24,5
"13497",3.125,6,50084,443,197,17634,30,0,0,63.04,5642.88,9,7,22,5
"13498",0.015,6,39319,443,3,229,25,0,0,200,15266.6666666667,10,39,19,5
"13499",0,6,80,63518,1,66,16,32,0,10000,660000,13,9,46,5
"13500",0,6,60232,80,2,108,17,0,0,20000,1080000,11,39,56,5
"13501",0,6,443,56198,1,66,16,0,0,10000,660000,9,59,9,6
"13502",0,6,80,52695,1,66,16,32,0,10000,660000,9,35,47,5
"13503",0.066,6,80,49505,3,2095,25,32,0,45.4545454545455,31742.4242424242,8,40,17,5
"13504",0,6,42794,443,1,66,16,0,0,10000,660000,8,57,44,5
"13505",0.222,6,54224,443,2,154,24,0,0,9.00900900900901,693.693693693694,10,10,50,5
"13506",0.046,6,50388,443,4,1916,24,0,0,86.9565217391304,41652.1739130435,13,20,1,5
"13507",0,6,443,46000,1,54,16,32,0,10000,540000,13,40,3,5
"13508",0,6,59645,443,1,55,16,0,0,10000,550000,16,45,52,5
"13509",0,6,443,51962,1,66,16,32,0,10000,660000,11,58,51,5
"13510",0.02,6,47329,8082,2,338,24,0,0,100,16900,2,18,57,5
"13511",0.897,6,59460,80,45,3559,30,0,0,50.1672240802676,3967.67001114827,11,22,23,5
"13512",0,6,443,40624,2,163,25,32,0,20000,1630000,7,46,30,5
"13513",0.036,6,60134,443,5,906,26,0,0,138.888888888889,25166.6666666667,12,10,18,5
"13514",0.085,6,80,58820,3,596,26,32,0,35.2941176470588,7011.76470588235,17,34,21,5
"13515",0.118,6,55119,80,5,770,27,0,0,42.3728813559322,6525.42372881356,10,35,12,6
"13516",0,6,443,47186,1,66,16,32,0,10000,660000,14,18,46,5
"13517",0,6,443,41120,1,54,16,32,0,10000,540000,7,33,43,6
"13518",5.995,6,443,59943,82,16008,24,32,0,13.6780650542118,2670.22518765638,7,58,39,5
"13519",0,6,443,52926,1,86,24,32,0,10000,860000,4,10,58,5
"13520",0,6,58634,443,1,55,16,0,0,10000,550000,10,16,5,5
"13521",0.28,6,49055,80,15,1347,27,0,0,53.5714285714286,4810.71428571429,7,9,8,6
"13522",0,17,53,57328,1,90,0,0,0,10000,9e+05,12,39,39,5
"13523",0,6,80,60097,1,54,4,32,0,10000,540000,8,20,12,5
"13524",0,6,445,35440,1,108,24,0,0,10000,1080000,9,38,48,6
"13525",0,6,443,60170,1,66,16,32,0,10000,660000,7,37,56,6
"13526",0,6,443,62087,1,66,16,0,0,10000,660000,9,25,31,6
"13527",0,6,54313,80,1,55,16,0,0,10000,550000,15,31,27,5
"13528",0,6,45836,80,1,66,16,0,0,10000,660000,8,36,28,5
"13529",0,6,35421,80,1,66,16,0,0,10000,660000,12,1,2,5
"13530",0,6,46925,443,1,66,16,0,0,10000,660000,12,25,10,5
"13531",0,17,138,138,1,262,0,0,0,10000,2620000,23,40,40,5
"13532",0,17,40293,53,2,140,0,0,0,20000,1400000,10,2,21,5
"13533",0,6,443,58859,1,66,16,32,0,10000,660000,14,55,3,5
"13534",0.014,6,63554,80,2,120,18,0,0,142.857142857143,8571.42857142857,14,8,10,5
"13535",0,6,80,51561,1,66,16,32,0,10000,660000,6,9,17,6
"13536",0,17,53,44397,2,200,0,0,0,20000,2e+06,17,3,6,5
"13537",0.035,17,53,48589,2,500,0,0,0,57.1428571428571,14285.7142857143,12,8,39,5
"13538",0.025,6,40199,443,3,229,25,0,0,120,9160,8,25,55,5
"13539",0.328,6,80,52454,4,592,26,32,0,12.1951219512195,1804.87804878049,12,0,30,5
"13540",0,6,51719,80,1,66,16,0,0,10000,660000,15,17,38,5
"13541",0,17,44835,53,1,72,0,0,0,10000,720000,7,44,58,5
"13542",0,6,41846,80,1,66,16,0,0,10000,660000,11,15,38,5
"13543",0.004,6,44690,445,2,174,24,0,0,500,43500,0,23,46,5
"13544",0,17,44665,53,2,138,0,0,0,20000,1380000,10,27,48,5
"13545",0.001,6,33139,445,2,174,24,0,0,2000,174000,13,57,45,5
"13546",0.081,6,42907,443,5,906,26,0,0,61.7283950617284,11185.1851851852,12,7,0,5
"13547",0.117,6,443,57097,10,10526,26,32,0,85.4700854700855,89965.811965812,7,18,32,6
"13548",0,6,443,35147,2,132,17,32,0,20000,1320000,10,22,30,6
"13549",0.108,6,33209,443,10,1960,27,0,0,92.5925925925926,18148.1481481481,15,42,59,5
"13550",0,6,80,59647,1,66,16,32,0,10000,660000,7,38,40,6
"13551",0,17,47961,53,1,77,0,0,0,10000,770000,11,43,34,5
"13552",0,6,40878,80,1,54,17,0,0,10000,540000,9,3,19,5
"13553",0.004,6,47759,445,2,174,24,0,0,500,43500,20,34,3,5
"13554",0.055,6,59582,80,5,711,26,0,0,90.9090909090909,12927.2727272727,15,37,58,5
"13555",1.239,6,443,36372,12,23563,26,0,0,9.68523002421307,19017.7562550444,16,11,55,5
"13556",0.387,6,443,34555,5,1725,26,32,0,12.9198966408269,4457.36434108527,10,56,29,6
"13557",0,6,443,57374,1,66,16,32,0,10000,660000,11,17,58,5
"13558",0.02,6,80,36685,2,132,17,32,0,100,6600,16,14,53,5
"13559",0.575,6,54131,80,6,1022,27,0,0,10.4347826086957,1777.39130434783,6,11,10,6
"13560",0,6,59817,80,1,66,16,0,0,10000,660000,16,20,1,5
"13561",0,6,443,54539,1,66,16,0,0,10000,660000,12,4,9,5
"13562",0,6,80,52390,1,54,17,32,0,10000,540000,6,6,24,6
"13563",0.005,6,57600,445,2,174,24,0,0,400,34800,9,36,33,5
"13564",0,6,80,60410,2,108,17,32,0,20000,1080000,10,15,27,6
"13565",0.244,6,443,38034,4,448,26,32,0,16.3934426229508,1836.06557377049,14,49,17,5
"13566",0.087,6,443,47884,5,1353,26,32,0,57.4712643678161,15551.724137931,13,22,4,5
"13567",0,6,35842,80,1,66,16,0,0,10000,660000,7,48,17,5
"13568",0.015,6,58830,443,2,108,17,0,0,133.333333333333,7200,6,43,15,5
"13569",0,6,33557,80,1,66,16,0,0,10000,660000,10,29,46,5
"13570",0,6,80,50731,1,66,16,32,0,10000,660000,12,20,58,5
"13571",0.213,6,47891,443,7,1558,26,0,0,32.8638497652582,7314.55399061033,11,45,45,5
"13572",0.136,6,443,48935,9,7849,26,32,0,66.1764705882353,57713.2352941176,15,48,32,5
"13573",0.023,6,443,59067,3,193,25,0,0,130.434782608696,8391.30434782609,10,16,46,5
"13574",0,6,80,37830,1,66,16,0,0,10000,660000,10,40,18,5
"13575",1.396,6,80,46278,18,29966,26,32,0,12.8939828080229,21465.6160458453,14,18,26,5
"13576",0,6,445,45758,1,108,24,0,0,10000,1080000,5,4,4,5
"13577",0.235,6,36905,443,9,913,26,0,0,38.2978723404255,3885.10638297872,16,16,34,5
"13578",0.03,6,443,50301,3,193,25,32,0,100,6433.33333333333,9,8,1,5
"13579",0.578,6,36309,443,59,4652,26,0,0,102.076124567474,8048.4429065744,6,14,58,6
"13580",0.663,6,56036,80,6,836,27,0,0,9.04977375565611,1260.93514328808,15,54,0,5
"13581",0,6,55785,443,1,55,16,0,0,10000,550000,11,15,6,5
"13582",0.026,6,44977,80,3,2830,24,0,0,115.384615384615,108846.153846154,8,36,44,5
"13583",0,6,80,52863,1,66,16,32,0,10000,660000,15,29,20,5
"13584",0,6,55316,443,2,108,17,0,0,20000,1080000,7,39,33,5
"13585",0,6,80,58437,1,66,16,32,0,10000,660000,11,20,10,5
"13586",0,6,55481,443,1,66,16,0,0,10000,660000,16,23,13,5
"13587",0.003,6,80,53569,2,232,24,32,0,666.666666666667,77333.3333333333,9,23,36,5
"13588",0,6,57190,443,1,66,16,0,0,10000,660000,9,28,34,5
"13589",0,6,80,50446,1,66,16,32,0,10000,660000,8,38,4,6
"13590",0.082,6,443,59991,2,200,24,32,0,24.390243902439,2439.0243902439,7,1,38,5
"13591",0,6,59926,443,1,55,16,0,0,10000,550000,10,19,45,5
"13592",0,6,80,52740,1,54,17,32,0,10000,540000,10,41,30,6
"13593",0,17,53,36534,1,214,0,0,0,10000,2140000,11,0,26,6
"13594",0.001,17,49175,53,2,168,0,0,0,2000,168000,10,30,39,6
"13595",0,6,445,51461,1,108,24,0,0,10000,1080000,2,45,52,6
"13596",0,6,80,52864,1,66,16,32,0,10000,660000,15,27,18,5
"13597",0,6,80,33463,1,66,16,0,0,10000,660000,18,19,5,5
"13598",0.376,6,443,51986,3,205,25,32,0,7.97872340425532,545.212765957447,13,23,34,5
"13599",0.002,6,53878,80,2,108,17,0,0,1000,54000,9,23,43,5
"13600",0,6,40401,443,1,66,16,0,0,10000,660000,9,43,9,6
"13601",0.061,6,43624,80,2,108,17,0,0,32.7868852459016,1770.49180327869,14,29,33,5
"13602",0.034,17,53,59644,2,368,0,0,0,58.8235294117647,10823.5294117647,10,17,2,6
"13603",0,6,80,51832,1,66,16,32,0,10000,660000,14,38,48,5
"13604",0,6,33151,443,1,66,16,0,0,10000,660000,6,20,18,6
"13605",0,6,443,52632,1,66,16,0,0,10000,660000,14,34,45,5
"13606",0.884,6,80,49452,30,17064,26,32,0,33.9366515837104,19303.1674208145,17,15,56,5
"13607",0.036,6,50822,80,5,1070,26,0,0,138.888888888889,29722.2222222222,9,8,24,5
"13608",0,6,80,47739,1,54,16,32,0,10000,540000,8,36,25,5
"13609",0,6,443,59643,1,66,16,0,0,10000,660000,16,46,1,5
"13610",0,6,445,43771,1,108,24,0,0,10000,1080000,3,36,8,5
"13611",0.038,6,443,52365,3,229,25,32,0,78.9473684210526,6026.31578947368,9,0,5,5
"13612",0,6,443,48629,1,112,24,32,0,10000,1120000,12,9,36,5
"13613",0,6,39362,80,1,66,16,0,0,10000,660000,16,55,31,5
"13614",0.073,6,443,35539,4,424,26,32,0,54.7945205479452,5808.21917808219,12,18,44,5
"13615",0,6,443,58901,1,54,20,32,0,10000,540000,12,21,41,5
"13616",0,6,46317,80,1,66,16,0,0,10000,660000,10,35,29,6
"13617",0,6,445,44606,1,108,24,0,0,10000,1080000,2,40,45,5
"13618",0,6,443,42270,1,66,16,32,0,10000,660000,11,14,18,5
"13619",0.378,6,33835,443,5,638,26,0,0,13.2275132275132,1687.83068783069,7,48,9,5
"13620",2.748,6,59754,443,56,8581,24,0,0,20.3784570596798,3122.634643377,9,2,19,5
"13621",0.25,6,59025,443,4,4381,24,0,0,16,17524,10,11,26,6
"13622",0.095,6,49616,443,10,7220,27,0,0,105.263157894737,76000,7,23,53,5
"13623",0,6,52148,443,1,66,16,0,0,10000,660000,12,18,1,5
"13624",0.016,6,80,57671,2,108,20,0,0,125,6750,12,53,20,5
"13625",0,6,80,49725,1,66,16,0,0,10000,660000,8,34,39,5
"13626",0,6,60675,80,1,66,16,0,0,10000,660000,10,41,3,5
"13627",1.292,6,38074,80,3,206,18,0,0,2.32198142414861,159.442724458204,8,36,50,5
"13628",0.241,6,58157,443,7,1748,26,0,0,29.045643153527,7253.11203319502,7,27,37,6
"13629",0.199,6,49397,443,9,2559,27,0,0,45.2261306532663,12859.2964824121,10,40,11,6
"13630",0,6,58550,443,1,54,16,0,0,10000,540000,16,51,2,5
"13631",0.089,6,37956,80,4,634,26,0,0,44.9438202247191,7123.59550561798,14,9,12,5
"13632",0,6,57626,80,1,55,16,0,0,10000,550000,10,17,32,5
"13633",0.001,6,38603,445,2,174,24,0,0,2000,174000,3,19,8,5
"13634",0,6,33792,80,1,66,16,0,0,10000,660000,18,2,31,5
"13635",0,6,58361,80,1,66,17,0,0,10000,660000,17,30,29,5
"13636",0.021,6,57824,80,2,132,17,0,0,95.2380952380952,6285.71428571429,13,9,54,5
"13637",0,17,56585,53,1,75,0,0,0,10000,750000,13,35,53,5
"13638",0.283,6,443,49319,7,4982,26,32,0,24.7349823321555,17604.2402826855,11,7,26,5
"13639",0.002,6,80,40083,9,22377,24,32,0,4500,11188500,13,20,21,5
"13640",0.014,6,47780,443,2,132,17,0,0,142.857142857143,9428.57142857143,10,24,39,6
"13641",0,17,34684,53,2,150,0,0,0,20000,1500000,11,56,19,5
"13642",1.701,6,52434,443,113,11595,26,0,0,66.4315108759553,6816.57848324515,12,52,9,5
"13643",0.075,6,80,50460,3,581,26,32,0,40,7746.66666666667,18,0,54,5
"13644",0.035,6,58926,80,2,108,17,0,0,57.1428571428571,3085.71428571429,14,48,42,5
"13645",0,6,80,35589,1,66,16,32,0,10000,660000,16,20,42,5
"13646",0,17,53,56322,1,128,0,0,0,10000,1280000,9,57,54,6
"13647",1.199,6,54485,443,9,1369,26,0,0,7.50625521267723,1141.7848206839,6,2,26,5
"13648",1.564,6,443,60315,34,66655,26,0,0,21.7391304347826,42618.2864450128,10,20,14,5
"13649",0,17,58788,53,1,79,0,0,0,10000,790000,15,36,56,5
"13650",0,6,80,39878,1,66,16,32,0,10000,660000,11,25,44,5
"13651",2.026,6,60202,443,16,2513,26,0,0,7.89733464955578,1240.37512339585,16,20,13,5
"13652",0,6,80,35185,1,66,16,32,0,10000,660000,9,54,44,6
"13653",0,6,443,52222,1,66,16,32,0,10000,660000,6,9,55,6
"13654",0.012,17,58496,53,2,238,0,0,0,166.666666666667,19833.3333333333,11,43,18,5
"13655",0,17,54824,53,1,74,0,0,0,10000,740000,9,9,22,6
"13656",0,6,50132,80,1,66,16,0,0,10000,660000,13,2,18,5
"13657",0,6,443,52303,1,66,16,32,0,10000,660000,12,47,55,5
"13658",0.61,6,443,56910,5,2208,24,32,0,8.19672131147541,3619.67213114754,13,35,55,5
"13659",0.024,6,53373,80,2,140,18,0,0,83.3333333333333,5833.33333333333,13,55,5,5
"13660",0,6,445,45461,1,108,24,0,0,10000,1080000,6,8,15,6
"13661",0.036,6,80,53330,3,198,17,32,0,83.3333333333333,5500,9,5,57,5
"13662",0,6,80,33636,1,66,16,32,0,10000,660000,7,13,46,6
"13663",0.107,6,43838,80,2,108,17,0,0,18.6915887850467,1009.34579439252,10,25,25,5
"13664",0.001,6,40289,445,2,174,24,0,0,2000,174000,0,51,8,5
"13665",1.515,6,443,54924,7,6493,27,32,0,4.62046204620462,4285.80858085809,9,30,33,5
"13666",0,6,443,62276,1,54,16,32,0,10000,540000,11,45,50,5
"13667",0.517,6,59069,443,2,109,20,0,0,3.86847195357834,210.831721470019,15,48,43,5
"13668",0,6,443,55696,3,445,25,32,0,30000,4450000,10,34,6,6
"13669",0,6,80,38476,1,66,16,32,0,10000,660000,14,36,5,5
"13670",0.045,6,48766,443,4,264,17,0,0,88.8888888888889,5866.66666666667,11,19,40,5
"13671",0,17,42100,53,2,148,0,0,0,20000,1480000,15,49,13,5
"13672",2.872,6,40946,80,122,8432,26,0,0,42.4791086350975,2935.93314763231,15,41,24,5
"13673",0.21,6,80,49772,2,1700,24,32,0,9.52380952380952,8095.2380952381,10,44,44,5
"13674",0,6,80,65048,1,66,16,0,0,10000,660000,12,44,8,5
"13675",0.212,6,57686,443,2,154,24,0,0,9.43396226415094,726.415094339623,10,19,58,5
"13676",0,6,443,61856,1,66,16,32,0,10000,660000,7,6,34,5
"13677",0,6,443,55268,1,66,16,32,0,10000,660000,16,0,57,5
"13678",0.002,6,44222,445,2,174,24,0,0,1000,87000,8,40,26,6
"13679",0,6,80,34814,1,66,17,32,0,10000,660000,8,39,55,5
"13680",0,6,443,42001,1,66,16,32,0,10000,660000,9,32,59,5
"13681",0.033,17,53,37059,2,336,0,0,0,60.6060606060606,10181.8181818182,7,8,53,6
"13682",0,17,53,63857,1,206,0,0,0,10000,2060000,6,42,17,5
"13683",0.005,17,50211,53,2,160,0,0,0,400,32000,10,44,22,5
"13684",0,6,443,64117,1,66,16,32,0,10000,660000,14,21,50,5
"13685",0.022,6,80,48624,2,132,17,32,0,90.9090909090909,6000,18,2,39,5
"13686",0,6,80,50000,1,66,16,32,0,10000,660000,10,41,15,6
"13687",0.005,6,40199,445,2,174,24,0,0,400,34800,9,21,31,6
"13688",1.419,6,443,36108,10,1012,24,32,0,7.04721634954193,713.178294573643,11,28,40,5
"13689",0.331,6,59216,443,7,1463,26,0,0,21.1480362537764,4419.93957703927,9,6,35,6
"13690",0.097,6,58322,443,4,796,26,0,0,41.2371134020619,8206.18556701031,11,15,45,5
"13691",0.003,6,47759,445,2,174,24,0,0,666.666666666667,58000,8,16,56,6
"13692",0.017,6,33429,80,2,140,18,0,0,117.647058823529,8235.29411764706,7,39,26,5
"13693",0,6,443,44637,1,66,16,0,0,10000,660000,15,54,20,5
"13694",0.004,17,53,52200,2,182,0,0,0,500,45500,13,52,3,5
"13695",0.132,6,443,33849,7,3847,27,32,0,53.030303030303,29143.9393939394,10,3,48,6
"13696",0,17,53,58281,1,101,0,0,0,10000,1010000,6,9,57,6
"13697",0.071,6,443,41122,6,589,24,32,0,84.5070422535211,8295.77464788733,13,8,21,5
"13698",0,6,52816,443,1,66,16,0,0,10000,660000,17,24,51,5
"13699",3.13,6,54594,443,40,6298,25,0,0,12.779552715655,2012.14057507987,11,16,44,5
"13700",0,17,53,62031,1,95,0,0,0,10000,950000,10,32,24,6
"13701",0.391,6,443,53401,18,7207,26,32,0,46.0358056265985,18432.2250639386,7,39,3,5
"13702",0.077,17,40272,53,2,156,0,0,0,25.974025974026,2025.97402597403,11,0,17,6
"13703",0,6,60070,80,1,66,16,0,0,10000,660000,9,31,0,5
"13704",0,6,80,62775,1,66,16,32,0,10000,660000,11,46,54,5
"13705",0,6,80,40915,1,66,17,32,0,10000,660000,9,29,8,6
"13706",0,17,48806,53,1,84,0,0,0,10000,840000,10,58,38,6
"13707",0,6,59994,443,1,54,16,0,0,10000,540000,12,41,29,5
"13708",0,6,80,58354,1,66,16,32,0,10000,660000,15,46,2,5
"13709",0.02,6,56007,443,3,193,29,0,0,150,9650,18,0,9,5
"13710",0.003,17,42158,53,2,166,0,0,0,666.666666666667,55333.3333333333,10,40,53,5
"13711",0.728,6,47711,80,6,1761,24,0,0,8.24175824175824,2418.95604395604,16,27,56,5
"13712",0.059,6,60876,80,4,541,26,0,0,67.7966101694915,9169.49152542373,17,3,36,5
"13713",0,6,443,40288,1,66,16,32,0,10000,660000,14,50,6,5
"13714",0.014,6,80,64982,2,108,17,32,0,142.857142857143,7714.28571428571,14,24,3,5
"13715",0,6,54428,80,1,66,16,0,0,10000,660000,12,29,59,5
"13716",0,6,50575,443,1,55,16,0,0,10000,550000,8,21,25,5
"13717",0,6,54917,443,1,66,16,0,0,10000,660000,14,23,28,5
"13718",0.001,17,53,46198,2,458,0,0,0,2000,458000,7,57,6,5
"13719",0,6,59382,443,1,55,16,0,0,10000,550000,14,9,35,5
"13720",0,6,60603,80,1,66,16,0,0,10000,660000,15,17,48,5
"13721",0.63,6,58840,443,12,1744,26,0,0,19.047619047619,2768.25396825397,15,47,42,5
"13722",0.865,6,443,38256,6,4400,26,32,0,6.9364161849711,5086.70520231214,9,0,34,5
"13723",0.026,6,80,46599,3,14444,26,32,0,115.384615384615,555538.461538462,15,32,38,5
