"","Duration","Proto","SrcPt","DstPt","Packets","Bytes","Flags","Tos","class","Packets_speed","Bytes_speed","Hour","Min","Sec"
"8920",0,6,57164,443,1,66,16,0,0,10000,660000,28,23,4
"8921",0,6,59225,80,1,54,16,0,0,10000,540000,42,14,8
"8922",0,6,80,64117,1,66,16,32,0,10000,660000,13,47,9
"8923",0,6,445,43183,1,108,24,0,0,10000,1080000,28,21,2
"8924",0,6,80,42364,1,66,16,32,0,10000,660000,41,47,4
"8925",0.09,6,443,36277,4,419,26,0,0,44.4444444444444,4655.55555555556,59,37,4
"8926",0.087,6,443,57400,4,424,26,0,0,45.9770114942529,4873.5632183908,29,39,0
"8927",0,6,443,54413,1,54,16,32,0,10000,540000,39,44,5
"8928",0.024,6,443,34654,3,193,25,0,0,125,8041.66666666667,13,23,0
"8929",0.066,6,80,53258,3,1002,26,32,0,45.4545454545455,15181.8181818182,9,29,6
"8930",0,17,53,57112,2,533,0,0,0,20000,5330000,23,46,0
"8931",0,6,443,41231,4,295,25,0,0,40000,2950000,37,50,7
"8932",0,6,80,39300,1,66,16,32,0,10000,660000,16,2,8
"8933",0,6,47336,443,1,66,16,0,0,10000,660000,28,41,5
"8934",0,6,36116,443,1,66,17,0,0,10000,660000,13,56,7
"8935",1.364,6,57099,443,8,1171,26,0,0,5.86510263929619,858.504398826979,25,33,9
"8936",0,6,47673,443,1,66,16,0,0,10000,660000,8,0,0
"8937",0,6,80,43861,1,66,16,32,0,10000,660000,38,41,3
"8938",0,6,443,55170,1,66,16,32,0,10000,660000,12,25,6
"8939",0,6,80,46688,1,74,18,32,0,10000,740000,4,52,6
"8940",0.033,17,53,55549,2,234,0,0,0,60.6060606060606,7090.90909090909,32,5,7
"8941",0.171,6,58962,80,2,120,18,0,0,11.6959064327485,701.754385964912,30,45,8
"8942",0,6,80,40413,1,66,16,32,0,10000,660000,6,20,1
"8943",0,6,45763,80,1,66,16,0,0,10000,660000,13,10,1
"8944",0,6,443,56295,1,54,16,0,0,10000,540000,59,0,4
"8945",0,17,53,55186,1,157,0,0,0,10000,1570000,24,58,0
"8946",0.73,6,80,38380,14,9010,26,0,0,19.1780821917808,12342.4657534247,49,56,6
"8947",0,6,61848,443,1,55,16,0,0,10000,550000,23,33,4
"8948",0,17,61591,53,1,80,0,0,0,10000,8e+05,18,58,3
"8949",1.911,6,443,53963,7,4047,26,32,0,3.66300366300366,2117.73940345369,9,2,2
"8950",0.034,6,42813,80,2,561,24,0,0,58.8235294117647,16500,45,17,2
"8951",0.023,6,48380,8082,2,338,24,0,0,86.9565217391304,14695.652173913,17,1,5
"8952",0,6,42574,80,1,66,16,0,0,10000,660000,49,44,9
"8953",0,6,445,49094,1,108,24,0,0,10000,1080000,10,58,6
"8954",1.26,6,80,57284,7,12418,26,32,0,5.55555555555556,9855.55555555555,52,29,3
"8955",0,6,54042,80,1,55,16,0,0,10000,550000,31,11,9
"8956",0,6,45024,443,1,54,17,0,0,10000,540000,16,3,2
"8957",0,6,60509,443,1,55,16,0,0,10000,550000,37,44,3
"8958",0,6,8082,53564,1,200,24,32,0,10000,2e+06,19,11,6
"8959",0.026,6,51315,443,5,325,29,0,0,192.307692307692,12500,4,42,6
"8960",0.004,17,46909,53,2,190,0,0,0,500,47500,50,1,4
"8961",0,6,54832,80,1,66,16,0,0,10000,660000,4,3,6
"8962",0.36,6,57934,80,2,553,24,0,0,5.55555555555556,1536.11111111111,34,7,8
"8963",0,6,80,45057,1,66,16,0,0,10000,660000,50,39,2
"8964",0,6,80,57607,1,66,16,32,0,10000,660000,40,55,6
"8965",0.055,6,8000,50907,7,800,27,32,0,127.272727272727,14545.4545454545,18,13,5
"8966",0,6,445,37191,1,70,24,0,0,10000,7e+05,27,41,5
"8967",0.279,6,43978,443,38,3020,24,0,0,136.200716845878,10824.3727598566,54,17,4
"8968",0.036,17,53,52999,2,400,0,0,0,55.5555555555556,11111.1111111111,32,54,0
"8969",0.022,6,56071,80,2,140,18,0,0,90.9090909090909,6363.63636363636,27,38,4
"8970",0.623,6,39420,443,10,1485,26,0,0,16.0513643659711,2383.62760834671,23,56,2
"8971",0,17,53,44303,1,164,0,0,0,10000,1640000,45,14,9
"8972",0,6,40018,443,1,66,16,0,0,10000,660000,3,24,0
"8973",0,6,80,54089,1,66,16,32,0,10000,660000,31,21,6
"8974",0,17,35049,53,2,146,0,0,0,20000,1460000,20,50,1
"8975",0.038,17,53,47616,2,476,0,0,0,52.6315789473684,12526.3157894737,35,22,6
"8976",0,6,34543,443,2,185,25,0,0,20000,1850000,14,44,1
"8977",0,6,80,41697,1,66,16,32,0,10000,660000,5,53,8
"8978",0.007,17,40994,53,2,140,0,0,0,285.714285714286,20000,45,43,5
"8979",0,6,39004,80,1,66,16,0,0,10000,660000,13,17,8
"8980",0,6,443,44959,1,66,16,32,0,10000,660000,29,28,6
"8981",0,6,53307,80,1,66,16,0,0,10000,660000,49,19,9
"8982",0.066,6,443,58231,5,506,24,32,0,75.7575757575758,7666.66666666667,45,25,3
"8983",0,6,41179,443,1,66,16,0,0,10000,660000,37,40,9
"8984",0,6,80,64733,1,54,16,0,0,10000,540000,12,44,3
"8985",0.036,17,53,37970,2,398,0,0,0,55.5555555555556,11055.5555555556,47,36,2
"8986",0.005,17,53,53129,2,305,0,0,0,400,61000,15,21,5
"8987",0.16,6,59400,80,6,835,27,0,0,37.5,5218.75,55,25,8
"8988",0,6,443,41973,1,54,16,32,0,10000,540000,42,55,8
"8989",0.041,6,443,43726,3,536,24,32,0,73.1707317073171,13073.1707317073,16,35,7
"8990",0.36,6,443,43552,4,381,26,0,0,11.1111111111111,1058.33333333333,0,34,2
"8991",0.002,6,443,49337,2,178,24,32,0,1000,89000,43,42,5
"8992",0,6,40835,443,1,66,16,0,0,10000,660000,30,41,9
"8993",0,6,80,48823,1,66,16,32,0,10000,660000,48,42,0
"8994",0.037,6,57464,80,5,724,26,0,0,135.135135135135,19567.5675675676,17,2,2
"8995",0,6,80,43325,1,66,16,32,0,10000,660000,13,21,9
"8996",0,6,443,54165,1,66,16,32,0,10000,660000,31,17,6
"8997",0,6,443,38676,2,163,25,32,0,20000,1630000,32,34,5
"8998",0,6,36013,443,1,54,16,0,0,10000,540000,14,12,0
"8999",0.019,6,55012,80,2,563,24,0,0,105.263157894737,29631.5789473684,9,7,0
"9000",0.016,6,36579,80,2,140,18,0,0,125,8750,57,4,3
"9001",0.23,6,60228,443,2,166,24,0,0,8.69565217391304,721.739130434783,0,15,9
"9002",0,6,80,36528,1,66,16,32,0,10000,660000,52,9,3
"9003",0,6,443,43108,1,54,16,0,0,10000,540000,27,14,1
"9004",0,6,80,50144,1,66,17,32,0,10000,660000,42,26,2
"9005",0,6,443,41415,1,54,16,32,0,10000,540000,59,38,6
"9006",0.019,6,80,62649,2,108,17,32,0,105.263157894737,5684.21052631579,25,15,8
"9007",0,6,443,60936,1,66,16,0,0,10000,660000,11,33,5
"9008",0,17,60585,53,2,158,0,0,0,20000,1580000,43,15,1
"9009",0,6,46329,80,1,66,16,0,0,10000,660000,8,2,9
"9010",0.032,6,46354,443,2,132,17,0,0,62.5,4125,55,13,6
"9011",0,6,443,43139,4,295,25,0,0,40000,2950000,24,31,4
"9012",0.421,6,80,61479,4,471,27,32,0,9.50118764845606,1118.7648456057,38,7,7
"9013",0,6,80,49440,1,66,16,32,0,10000,660000,1,38,4
"9014",0,6,60283,80,1,55,16,0,0,10000,550000,40,34,6
"9015",0.09,6,443,48964,4,419,26,0,0,44.4444444444444,4655.55555555556,5,2,7
"9016",0.024,6,45255,8082,2,338,24,0,0,83.3333333333333,14083.3333333333,0,35,8
"9017",0,6,41924,80,1,66,16,0,0,10000,660000,6,9,8
"9018",0.038,17,55231,53,2,150,0,0,0,52.6315789473684,3947.36842105263,51,32,6
"9019",0.018,6,80,33060,3,2274,26,32,0,166.666666666667,126333.333333333,11,3,8
"9020",0,17,47348,53,2,160,0,0,0,20000,1600000,12,53,4
"9021",0,6,80,58533,1,54,16,32,0,10000,540000,19,10,6
"9022",0,6,443,59545,1,66,16,32,0,10000,660000,57,12,1
"9023",0,6,443,41466,1,66,16,32,0,10000,660000,44,57,7
"9024",0,6,80,56260,1,66,16,32,0,10000,660000,45,26,8
"9025",0.002,6,40239,445,2,174,24,0,0,1000,87000,48,3,4
"9026",0,6,443,50847,1,66,16,32,0,10000,660000,54,27,7
"9027",0.021,6,48380,8082,2,338,24,0,0,95.2380952380952,16095.2380952381,6,37,0
"9028",0.036,6,443,59691,2,139,25,32,0,55.5555555555556,3861.11111111111,38,31,7
"9029",0,6,50464,80,1,54,16,0,0,10000,540000,43,54,4
"9030",0,6,44115,80,1,66,16,0,0,10000,660000,56,22,9
"9031",0.004,6,34743,445,2,174,24,0,0,500,43500,49,16,4
"9032",0.005,17,53,53805,2,565,0,0,0,400,113000,45,4,0
"9033",0.025,6,443,49829,5,330,29,32,0,200,13200,14,57,0
"9034",0.199,6,443,49954,12,6229,27,32,0,60.3015075376884,31301.5075376884,47,56,0
"9035",0.039,17,51474,53,2,158,0,0,0,51.2820512820513,4051.28205128205,58,13,6
"9036",0.97,6,80,49347,5,2137,24,32,0,5.15463917525773,2203.09278350515,13,54,7
"9037",0,6,41527,443,2,185,25,0,0,20000,1850000,47,18,2
"9038",0.095,6,443,47109,4,424,26,0,0,42.1052631578947,4463.15789473684,43,50,2
"9039",0.333,6,443,41230,10,1308,27,32,0,30.03003003003,3927.92792792793,14,56,0
"9040",0.054,17,39922,53,2,150,0,0,0,37.037037037037,2777.77777777778,58,21,2
"9041",0.058,6,48524,80,4,843,26,0,0,68.9655172413793,14534.4827586207,10,37,1
"9042",0.003,17,36988,53,2,174,0,0,0,666.666666666667,58000,43,43,5
"9043",0,6,80,41089,1,66,16,32,0,10000,660000,37,6,5
"9044",0,6,48259,443,1,66,16,0,0,10000,660000,14,19,0
"9045",0,6,42361,80,1,66,16,0,0,10000,660000,42,37,7
"9046",0.027,6,58614,80,2,132,17,0,0,74.0740740740741,4888.88888888889,49,50,6
"9047",0,6,50740,443,2,108,4,0,0,20000,1080000,50,58,6
"9048",0.585,6,443,52984,8,4354,26,0,0,13.6752136752137,7442.73504273504,39,26,1
"9049",0,6,80,59972,1,54,16,32,0,10000,540000,10,13,4
"9050",0.027,6,443,57536,5,354,29,32,0,185.185185185185,13111.1111111111,40,3,3
"9051",0.025,6,39468,443,2,178,24,0,0,80,7120,30,9,8
"9052",0,6,50711,443,1,66,16,0,0,10000,660000,28,28,7
"9053",0,6,443,46225,2,161,25,32,0,20000,1610000,51,9,7
"9054",0.084,6,80,47961,2,1624,24,32,0,23.8095238095238,19333.3333333333,7,10,0
"9055",0.032,6,443,48341,3,229,25,32,0,93.75,7156.25,48,20,1
"9056",0,6,443,54954,1,486,24,32,0,10000,4860000,23,14,4
"9057",0,17,138,138,1,243,0,0,0,10000,2430000,30,49,6
"9058",0,6,46565,80,1,66,16,0,0,10000,660000,35,59,8
"9059",0,6,443,60282,1,66,16,0,0,10000,660000,42,4,0
"9060",0,6,80,54516,1,275,24,32,0,10000,2750000,36,33,3
"9061",0.246,6,80,62315,9,8114,24,32,0,36.5853658536585,32983.7398373984,4,46,1
"9062",0,17,59606,53,2,160,0,0,0,20000,1600000,4,45,3
"9063",0,6,443,51765,1,66,16,32,0,10000,660000,23,1,2
"9064",0,17,137,137,1,92,0,0,0,10000,920000,13,12,6
"9065",0,6,80,52735,1,66,17,32,0,10000,660000,5,11,3
"9066",0,6,443,52423,1,54,17,32,0,10000,540000,18,30,6
"9067",0.206,6,52942,80,2,140,18,0,0,9.70873786407767,679.611650485437,26,14,2
"9068",0.002,6,43145,445,2,174,24,0,0,1000,87000,8,36,2
"9069",0.174,6,58901,443,3,198,17,0,0,17.2413793103448,1137.93103448276,4,48,4
"9070",0.254,6,80,42436,2,132,16,32,0,7.8740157480315,519.685039370079,39,2,3
"9071",0,17,53,60477,1,105,0,0,0,10000,1050000,38,43,2
"9072",0.215,6,443,55176,8,5941,26,32,0,37.2093023255814,27632.5581395349,22,11,2
"9073",0,6,49810,80,1,55,16,0,0,10000,550000,12,11,1
"9074",0,6,80,45765,1,66,16,32,0,10000,660000,23,45,6
"9075",0,6,80,55409,1,66,16,32,0,10000,660000,15,27,4
"9076",0,6,443,60862,3,229,25,0,0,30000,2290000,13,16,5
"9077",0,6,443,56896,3,193,25,32,0,30000,1930000,42,57,6
"9078",0,6,59535,443,1,66,16,0,0,10000,660000,13,32,4
"9079",0.16,6,51758,443,7,1149,26,0,0,43.75,7181.25,43,4,5
"9080",0,6,54031,443,1,66,16,0,0,10000,660000,58,18,9
"9081",0.088,6,443,57908,5,493,26,0,0,56.8181818181818,5602.27272727273,55,25,9
"9082",0,17,53,49308,2,236,0,0,0,20000,2360000,51,34,3
"9083",0,6,445,48888,1,108,24,0,0,10000,1080000,10,27,6
"9084",0.023,6,49305,443,3,193,29,0,0,130.434782608696,8391.30434782609,46,49,0
"9085",0.049,6,48723,443,5,906,26,0,0,102.040816326531,18489.7959183673,0,28,7
"9086",0.006,17,55625,53,2,148,0,0,0,333.333333333333,24666.6666666667,31,44,7
"9087",0,17,48835,53,2,146,0,0,0,20000,1460000,2,37,7
"9088",0,6,80,41491,1,66,16,32,0,10000,660000,57,24,7
"9089",0.027,6,47673,80,2,132,17,0,0,74.0740740740741,4888.88888888889,29,49,0
"9090",0.632,6,443,56680,6,4956,26,32,0,9.49367088607595,7841.77215189873,46,34,6
"9091",0.084,6,443,46109,4,419,26,0,0,47.6190476190476,4988.09523809524,10,57,0
"9092",0,6,43181,80,1,66,16,0,0,10000,660000,29,21,9
"9093",0,6,8082,53436,1,212,24,32,0,10000,2120000,32,17,0
"9094",0,6,80,62583,1,66,16,32,0,10000,660000,41,16,7
"9095",0,6,52326,80,1,55,16,0,0,10000,550000,25,4,4
"9096",0,17,53,57386,1,132,0,0,0,10000,1320000,22,37,3
"9097",0.446,6,58901,80,4,642,26,0,0,8.96860986547085,1439.46188340807,51,17,7
"9098",0.035,6,61530,443,3,193,25,0,0,85.7142857142857,5514.28571428571,38,15,8
"9099",0.004,6,46808,445,2,174,24,0,0,500,43500,15,4,8
"9100",0.115,6,56041,443,7,1499,26,0,0,60.8695652173913,13034.7826086957,56,32,9
"9101",0,6,443,44487,2,178,24,32,0,20000,1780000,48,16,7
"9102",0,6,80,60399,1,66,16,32,0,10000,660000,54,35,7
"9103",0.001,6,443,38440,2,132,17,32,0,2000,132000,45,26,7
"9104",0,6,80,39018,1,66,17,32,0,10000,660000,46,41,3
"9105",0,6,45133,443,1,66,16,0,0,10000,660000,40,32,5
"9106",0.751,6,55992,443,11,1849,26,0,0,14.647137150466,2462.05059920107,13,18,6
"9107",0.282,6,80,50874,4,2096,26,32,0,14.1843971631206,7432.62411347518,5,26,5
"9108",0.058,6,47793,443,2,571,24,0,0,34.4827586206897,9844.8275862069,24,45,7
"9109",0.004,6,58844,445,2,174,24,0,0,500,43500,29,16,6
"9110",0,6,80,59666,1,66,16,32,0,10000,660000,58,52,1
"9111",0,6,80,38502,1,66,17,0,0,10000,660000,47,41,8
"9112",0.135,6,443,38664,10,1766,27,32,0,74.0740740740741,13081.4814814815,29,14,4
"9113",0.04,17,49577,53,2,174,0,0,0,50,4350,26,55,7
"9114",0,6,80,44540,1,74,18,32,0,10000,740000,38,21,4
"9115",0.002,6,43827,443,2,108,4,0,0,1000,54000,29,10,5
"9116",0,6,80,38961,1,66,16,0,0,10000,660000,14,53,3
"9117",0.742,6,80,38325,24,74100,24,32,0,32.3450134770889,99865.2291105121,13,47,5
"9118",0,17,60607,53,1,78,0,0,0,10000,780000,23,40,5
"9119",0,17,53,41345,2,350,0,0,0,20000,3500000,42,38,8
"9120",0.026,6,33869,443,3,336,24,0,0,115.384615384615,12923.0769230769,14,54,8
"9121",0,6,80,33475,1,66,16,32,0,10000,660000,27,44,1
"9122",0.023,6,58231,443,3,570,24,0,0,130.434782608696,24782.6086956522,51,39,7
"9123",0,6,8082,51649,1,212,24,32,0,10000,2120000,15,27,9
"9124",2.688,6,53087,443,57,11403,24,0,0,21.2053571428571,4242.1875,58,8,1
"9125",0,6,445,43183,1,108,24,0,0,10000,1080000,52,37,0
"9126",0.029,6,52793,80,2,140,18,0,0,68.9655172413793,4827.58620689655,25,42,9
"9127",0,6,8082,56979,1,212,24,32,0,10000,2120000,21,51,6
"9128",0.019,6,46042,80,2,132,17,0,0,105.263157894737,6947.36842105263,23,52,4
"9129",0.041,6,443,35537,5,509,26,32,0,121.951219512195,12414.6341463415,47,13,2
"9130",0.082,6,8000,39121,7,768,27,32,0,85.3658536585366,9365.85365853659,5,53,4
"9131",0,17,40906,53,1,77,0,0,0,10000,770000,44,33,0
"9132",0,6,38784,80,1,66,16,0,0,10000,660000,27,1,9
"9133",1.501,6,80,52486,5,1198,27,32,0,3.3311125916056,798.134576948701,35,27,9
"9134",0,6,80,39833,1,66,16,0,0,10000,660000,17,40,8
"9135",0,17,36927,53,2,146,0,0,0,20000,1460000,11,19,4
"9136",0.017,6,80,51972,8,10758,24,32,0,470.588235294118,632823.529411765,12,51,9
"9137",0.067,6,443,41427,9,11150,24,32,0,134.328358208955,166417.910447761,3,29,2
"9138",0,6,43121,443,1,66,16,0,0,10000,660000,1,14,4
"9139",0,6,80,46306,1,66,16,32,0,10000,660000,14,25,1
"9140",0,6,443,45121,1,66,16,32,0,10000,660000,47,57,2
"9141",0,6,80,53792,1,66,16,0,0,10000,660000,24,44,2
"9142",0,6,44875,80,1,66,16,0,0,10000,660000,10,42,4
"9143",0,6,57453,80,1,66,16,0,0,10000,660000,36,9,6
"9144",0,6,80,56588,1,58,18,0,0,10000,580000,59,15,8
"9145",0,6,80,37186,1,66,16,32,0,10000,660000,22,52,1
"9146",0.007,17,32915,53,2,154,0,0,0,285.714285714286,22000,23,41,1
"9147",0,6,443,56148,1,66,16,32,0,10000,660000,11,50,3
"9148",0,6,443,36013,1,54,16,32,0,10000,540000,10,21,2
"9149",0,6,445,34743,1,108,24,0,0,10000,1080000,43,42,1
"9150",0,6,443,46541,1,66,16,32,0,10000,660000,7,30,4
"9151",0,17,44169,53,1,73,0,0,0,10000,730000,12,11,6
"9152",0.032,6,80,59448,3,353,19,32,0,93.75,11031.25,36,57,6
"9153",0,6,41283,443,1,54,16,0,0,10000,540000,57,48,9
"9154",0.131,6,45093,80,5,769,27,0,0,38.1679389312977,5870.22900763359,7,5,6
"9155",0,17,44232,53,2,146,0,0,0,20000,1460000,20,42,0
"9156",0.135,6,443,56815,6,4314,26,32,0,44.4444444444444,31955.5555555556,31,35,0
"9157",0,17,61389,53,1,74,0,0,0,10000,740000,27,57,7
"9158",0,6,80,58256,1,66,16,32,0,10000,660000,40,4,6
"9159",0.003,6,51747,443,3,163,17,0,0,1000,54333.3333333333,22,26,3
"9160",0,6,35716,80,1,66,17,0,0,10000,660000,41,2,6
"9161",0,6,443,44224,1,66,16,32,0,10000,660000,37,21,2
"9162",0,17,137,137,1,92,0,0,0,10000,920000,27,50,5
"9163",0,17,53,51483,1,174,0,0,0,10000,1740000,36,8,7
"9164",0,6,59973,443,1,66,16,0,0,10000,660000,4,21,8
"9165",0,6,39294,443,1,66,16,0,0,10000,660000,52,36,9
"9166",0.071,6,587,60436,9,810,24,0,0,126.760563380282,11408.4507042254,53,2,8
"9167",0,6,80,54210,1,66,16,0,0,10000,660000,39,41,0
"9168",0,6,80,48615,1,66,16,0,0,10000,660000,14,38,2
"9169",0,6,443,42479,1,54,16,32,0,10000,540000,30,53,5
"9170",0,6,80,36674,1,70,18,0,0,10000,7e+05,30,38,4
"9171",0.004,17,53,49871,2,174,0,0,0,500,43500,13,56,9
"9172",0,6,51175,80,1,66,16,0,0,10000,660000,23,9,5
"9173",0.563,6,34916,443,7,2059,26,0,0,12.4333925399645,3657.19360568384,40,43,3
"9174",0.004,6,34743,445,2,174,24,0,0,500,43500,58,15,6
"9175",0,6,445,49511,1,108,24,0,0,10000,1080000,44,50,0
"9176",0,17,60046,53,2,148,0,0,0,20000,1480000,55,47,9
"9177",0.006,6,51146,445,2,174,24,0,0,333.333333333333,29000,42,28,3
"9178",0.853,6,50760,443,10,1561,26,0,0,11.7233294255569,1830.01172332943,29,22,0
"9179",0,17,60956,53,1,80,0,0,0,10000,8e+05,8,41,7
"9180",0,6,443,60786,1,66,16,32,0,10000,660000,42,0,1
"9181",0.037,6,53767,443,3,229,25,0,0,81.0810810810811,6189.18918918919,33,45,8
"9182",0,6,443,40022,1,66,16,0,0,10000,660000,3,14,0
"9183",0,6,37050,443,1,66,16,0,0,10000,660000,43,44,3
"9184",0,6,80,49779,1,74,18,32,0,10000,740000,7,10,1
"9185",0,6,42290,80,1,66,16,0,0,10000,660000,35,9,8
"9186",0.019,6,37468,443,2,178,24,0,0,105.263157894737,9368.42105263158,1,19,0
"9187",0,6,60940,80,1,66,16,0,0,10000,660000,47,19,5
"9188",0,6,59270,80,1,66,16,0,0,10000,660000,14,8,9
"9189",0.002,6,43183,445,2,174,24,0,0,1000,87000,7,29,8
"9190",0.697,6,60142,80,12,2078,26,0,0,17.2166427546628,2981.34863701578,12,53,7
"9191",0,6,62990,80,1,55,16,0,0,10000,550000,6,17,3
"9192",0,6,62978,80,1,55,16,0,0,10000,550000,6,26,9
"9193",0.016,6,38412,80,2,132,17,0,0,125,8250,23,54,6
"9194",0,6,37186,80,1,66,16,0,0,10000,660000,26,47,7
"9195",0,6,443,36880,1,66,16,0,0,10000,660000,23,47,9
"9196",0.062,6,443,49856,7,1910,26,32,0,112.903225806452,30806.4516129032,13,12,8
"9197",2.483,6,50746,443,11,2929,27,0,0,4.43012484897302,1179.62142569472,10,9,4
"9198",0.534,6,443,58145,6,3738,26,32,0,11.2359550561798,7000,41,54,9
"9199",0,6,80,43596,1,66,16,32,0,10000,660000,0,14,7
"9200",0,6,80,62314,1,66,16,32,0,10000,660000,4,44,1
"9201",2.422,6,443,55638,3,1362,24,32,0,1.23864574731627,562.345169281585,23,47,9
"9202",0.296,6,443,45531,14,5499,26,32,0,47.2972972972973,18577.7027027027,44,49,5
"9203",0,6,443,40427,1,66,16,32,0,10000,660000,42,38,9
"9204",0.029,6,80,39633,2,132,17,32,0,68.9655172413793,4551.72413793103,12,30,4
"9205",0.036,17,53,47379,2,306,0,0,0,55.5555555555556,8500,40,25,5
"9206",0,6,80,45262,1,66,16,0,0,10000,660000,11,14,8
"9207",0.255,6,37004,443,14,1761,26,0,0,54.9019607843137,6905.88235294118,40,18,9
"9208",0,6,443,49473,2,132,17,32,0,20000,1320000,25,53,5
"9209",0.026,6,56919,80,2,120,18,0,0,76.9230769230769,4615.38461538462,59,13,9
"9210",0.067,6,48339,443,5,640,26,0,0,74.6268656716418,9552.23880597015,1,7,3
"9211",0,6,443,44443,1,66,16,32,0,10000,660000,50,33,1
"9212",0.16,6,80,60046,5,1197,27,32,0,31.25,7481.25,28,25,8
"9213",0,6,33241,80,1,66,16,0,0,10000,660000,13,58,4
"9214",0.07,6,80,35005,5,758,27,32,0,71.4285714285714,10828.5714285714,44,11,0
"9215",0.438,6,443,50683,10,20977,26,32,0,22.8310502283105,47892.6940639269,12,43,1
"9216",0.001,17,50523,53,2,170,0,0,0,2000,170000,25,28,2
"9217",1.555,6,45818,443,7,765,27,0,0,4.5016077170418,491.961414790997,34,6,2
"9218",0,6,80,52067,1,66,16,32,0,10000,660000,30,13,8
"9219",0,6,57297,80,1,66,16,0,0,10000,660000,21,6,2
"9220",0.001,6,80,48205,2,1228,24,32,0,2000,1228000,11,14,7
"9221",0,6,443,51691,1,66,16,32,0,10000,660000,58,19,8
"9222",0,17,138,138,2,511,0,0,0,20000,5110000,22,48,6
"9223",0.31,6,37267,80,3,2611,24,0,0,9.67741935483871,8422.58064516129,20,49,1
"9224",0.24,6,80,60978,4,2776,24,32,0,16.6666666666667,11566.6666666667,37,21,6
"9225",0.035,17,53,34734,2,245,0,0,0,57.1428571428571,7000,40,40,8
"9226",0,6,80,56707,1,66,16,32,0,10000,660000,42,11,0
"9227",0.427,6,443,58468,39,42478,26,32,0,91.3348946135831,99480.093676815,50,53,8
"9228",0,6,80,37473,1,66,16,32,0,10000,660000,53,1,4
"9229",1.174,6,35646,443,22,4768,24,0,0,18.7393526405451,4061.32879045997,25,26,4
"9230",0.223,6,443,33294,4,382,26,32,0,17.9372197309417,1713.00448430493,51,45,8
"9231",0.026,6,45302,80,2,132,17,0,0,76.9230769230769,5076.92307692308,47,12,1
"9232",0.026,6,36513,443,2,132,17,0,0,76.9230769230769,5076.92307692308,8,3,0
"9233",0,6,56048,80,1,66,16,0,0,10000,660000,31,12,8
"9234",0,6,55928,443,1,66,16,0,0,10000,660000,20,43,6
"9235",0.11,6,443,35603,4,417,26,32,0,36.3636363636364,3790.90909090909,30,56,5
"9236",0.212,6,443,55099,2,190,24,32,0,9.43396226415094,896.22641509434,36,41,9
"9237",1.2,6,60839,80,3,206,18,0,0,2.5,171.666666666667,32,0,7
"9238",0,6,54854,80,1,66,16,0,0,10000,660000,47,12,4
"9239",0,6,8082,51089,1,200,24,32,0,10000,2e+06,28,29,9
"9240",0,6,445,49511,1,108,24,0,0,10000,1080000,38,49,0
"9241",0,6,42905,443,1,66,16,0,0,10000,660000,58,4,1
"9242",2.335,6,443,34097,23,36109,26,32,0,9.85010706638116,15464.2398286938,30,58,9
"9243",0,6,443,35340,1,495,24,32,0,10000,4950000,51,58,5
"9244",0.497,6,55692,443,8,1244,26,0,0,16.0965794768612,2503.01810865191,35,55,8
"9245",1.812,6,443,54170,7,7284,26,32,0,3.86313465783664,4019.86754966887,31,5,7
"9246",0,6,443,37069,4,295,25,0,0,40000,2950000,15,36,0
"9247",0,6,36487,443,1,54,16,0,0,10000,540000,19,17,0
"9248",1.668,6,443,52491,3,229,25,32,0,1.79856115107914,137.290167865707,23,47,1
"9249",0.015,6,41390,443,3,378,24,0,0,200,25200,30,20,8
"9250",0.004,6,59572,80,5,479,27,0,1,1250,119750,8,11,0
"9251",0.004,6,80,60869,4,272,19,0,1,1000,68000,41,48,5
"9252",0,6,1040,51357,1,54,20,0,1,10000,540000,24,11,3
"9253",0.005,6,42674,80,5,479,27,0,1,1000,95800,43,26,1
"9254",0.004,6,80,57975,3,206,19,0,1,750,51500,41,39,6
"9255",0.001,6,80,60509,3,206,19,0,1,3000,206000,8,13,3
"9256",0.004,6,32953,80,5,479,27,0,1,1250,119750,41,49,7
"9257",0.002,6,55312,80,5,479,27,0,1,2500,239500,8,0,0
"9258",0.003,6,80,41808,3,206,19,0,1,1000,68666.6666666667,43,23,7
"9259",0.005,6,33815,80,5,479,27,0,1,1000,95800,8,17,3
"9260",0.001,6,80,39992,4,272,19,0,1,4000,272000,43,18,6
"9261",0.003,6,80,43810,4,272,19,0,1,1333.33333333333,90666.6666666667,43,28,8
"9262",0,17,137,137,1,92,0,0,1,10000,920000,22,24,4
"9263",0.005,6,80,40293,3,206,19,0,1,600,41200,43,19,3
"9264",0,6,2604,51357,1,54,20,0,1,10000,540000,17,2,0
"9265",0.002,6,46869,80,5,479,27,0,1,2500,239500,43,37,1
"9266",0.004,6,33467,80,5,479,27,0,1,1250,119750,8,16,3
"9267",0.005,6,80,33728,4,272,19,0,1,800,54400,8,17,1
"9268",0.003,6,58886,80,6,545,27,0,1,2000,181666.666666667,41,42,3
"9269",0.006,6,44240,80,5,479,27,0,1,833.333333333333,79833.3333333333,43,29,9
"9270",0.004,6,47207,80,5,479,27,0,1,1250,119750,43,38,0
"9271",0.006,6,59176,80,5,479,27,0,1,833.333333333333,79833.3333333333,41,43,3
"9272",0.006,6,59595,80,5,479,27,0,1,833.333333333333,79833.3333333333,8,11,1
